tumor_id,tumor_name,block_name,specimen_name,rna_well,rna_integrity_number,structure_id,structure_acronym,structure_name,rnaseq_total_reads,rnaseq_percent_reads_aligned_to_mrna,rnaseq_percent_reads_aligned_to_ncrna,rnaseq_percent_reads_aligned_to_genome_only,files_contents,bam_download_link,bai_download_link
703493,W2-1-1,W2-1-1-M.2,W2-1-1-M.2.01,300629356,6.6,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",32894606,37.7,2.31,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921204,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921206
292163427,W55-1-1,W55-1-1-G,W55-1-1-G.03,303748328,8.3,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",32953387,40.7,2.46,10.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929450,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929452
705757,W8-1-1,W8-1-1-A.1,W8-1-1-A.1.03,303748262,7.7,309780854,CTpan-ID2,"Pseudopalisading cells around necrosis sampled by high expression of gene ID2",35713414,37.2,3.65,10.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898932,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898934
710684,W29-1-1,W29-1-1-G,W29-1-1-G.03,305405296,7.2,309780822,CTpnz-MYC,"Perinecrotic zone sampled by high expression of gene MYC",21446167,44.8,2.43,5.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928772,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928774
711645,W34-1-1,W34-1-1-G,W34-1-1-G.03,305272796,7.1,309780900,CThbv-TGFBR2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene TGFBR2",43090696,45.6,2.64,8.28,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918035,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918037
703493,W2-1-1,W2-1-1-K.2,W2-1-1-K.2.03,304357593,7.5,309780862,CTpan-PDPN,"Pseudopalisading cells around necrosis sampled by high expression of gene PDPN",38388842,42.6,2.26,5.11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911095,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911097
113597519,W42-1-1,W42-1-1-J,W42-1-1-J.03,305272802,6.2,309780866,CTpan-PI3,"Pseudopalisading cells around necrosis sampled by high expression of gene PI3",37856788,33.8,3.49,8.96,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918511,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918513
705859,W11-1-1,W11-1-1-E.2,W11-1-1-E.2.03,303748266,7.3,309780874,CTpan-TNFAIP3,"Pseudopalisading cells around necrosis sampled by high expression of gene TNFAIP3",36186650,32.5,3.54,10.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898804,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898806
703493,W2-1-1,W2-1-1-F.1,W2-1-1-F.1.01,300629350,8.7,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",36695488,48.2,2.46,9.32,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920368,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920370
709529,W21-1-1,W21-1-1-E,W21-1-1-E.03,303748338,6.4,309780688,CT-control-IGFBP2,"Cellular Tumor sampled by low expression of gene IGFBP2",27415212,33.3,2.7,13.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898651,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898653
277857081,W27-2-1,W27-2-1-D,W27-2-1-D.03,305272988,5.5,309780708,CT-control-MYC,"Cellular Tumor sampled by low expression of gene MYC",40710645,27.2,2.89,12.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917645,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917647
710659,W28-1-1,W28-1-1-N,W28-1-1-N.03,306124406,8.2,309817678,CT-control-HIF1A,"Cellular Tumor sampled by low expression of gene HIF1A",28399684,46.2,2.33,8.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932510,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932512
268091649,W53-1-1,W53-1-1-B,W53-1-1-B.03,304357518,6.7,309780700,CT-control-MET-ID2,"Cellular Tumor sampled by low expression of genes MET and ID2",24920756,31.7,2.63,8.81,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899020,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899022
703393,W1-1-2,W1-1-2-Q.1,W1-1-2-Q.1.01,300629315,7.4,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",31493090,34.8,2.42,12.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922007,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922009
292163427,W55-1-1,W55-1-1-C,W55-1-1-C.03,303748303,8.3,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",29388414,46.5,2.38,9.83,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928326,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928328
705757,W8-1-1,W8-1-1-G.2,W8-1-1-G.2.01,302263996,8.2,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",28720803,42.3,2.28,9.15,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927243,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927245
712737,W40-1-1,W40-1-1-I,W40-1-1-I.03,304357563,5.2,309780632,CT-PDPN,"Cellular Tumor sampled by high expression of gene PDPN",40494610,47.9,2.35,6.51,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899479,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899481
712625,W38-1-1,W38-1-1-I,W38-1-1-I.03,306124460,,309780656,CT-control-CD44-PROM1-ITGA6,"Cellular Tumor sampled by low expression of genes CD44, PROM1 and ITGA6",34586289,55.6,2.47,9.09,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931461,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931463
705757,W8-1-1,W8-1-1-H.1,W8-1-1-H.1.01,302264002,8.4,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",20471715,48.6,2.64,5.11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926994,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926996
703493,W2-1-1,W2-1-1-D.1,W2-1-1-D.1.01,300629348,8,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",34455036,51.3,2.61,7.85,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923050,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923052
268091649,W53-1-1,W53-1-1-A,W53-1-1-A.03,304357569,5.9,309780620,CT-MET,"Cellular Tumor sampled by high expression of gene MET",39570658,44.6,2.83,6.15,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313332479,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313332477
711547,W31-1-1,W31-1-1-H,W31-1-1-H.06,301287708,8.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",43697279,41.3,2.45,15.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927730,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927732
711560,W32-1-1,W32-1-1-A,W32-1-1-A.01,304950286,5.6,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",33437474,22.4,2.4,20.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928974,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928976
705758,W5-1-1,W5-1-1-K.2,W5-1-1-K.2.06,300629409,7.4,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",16657429,40.5,2.4,13.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921355,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921357
711574,W33-1-1,W33-1-1-L,W33-1-1-L.03,304477581,8.7,309780660,CT-control-DANCR,"Cellular Tumor sampled by low expression of gene DANCR",28122140,40.7,2.23,8.02,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898785,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898787
709529,W21-1-1,W21-1-1-E,W21-1-1-E.03,303748340,5.4,309780616,CT-IGFBP2,"Cellular Tumor sampled by high expression of gene IGFBP2",31126245,33.7,3.27,11.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899104,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899106
711547,W31-1-1,W31-1-1-H,W31-1-1-H.06,301287730,7,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",26749093,46,1.96,8.18,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927416,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927418
711547,W31-1-1,W31-1-1-E,W31-1-1-E.03,305273030,,309780918,CTmvp-TGFBR2,"Microvascular proliferation sampled by high expression of gene TGFBR2",33624249,41.9,3.03,7.82,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919215,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919217
268091690,W22-2-1,W22-2-1-A,W22-2-1-A.03,305461078,6.7,309780826,CTpnz-PDPN,"Perinecrotic zone sampled by high expression of gene PDPN",37976843,42.9,2.22,8.54,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919219,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919221
292163427,W55-1-1,W55-1-1-G,W55-1-1-G.03,303748199,8.2,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",31994634,38.8,2.69,9.01,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930048,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930050
705758,W5-1-1,W5-1-1-K.2,W5-1-1-K.2.06,300629422,8.2,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",30066341,40.3,3.13,12.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919693,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919695
703493,W2-1-1,W2-1-1-N.1,W2-1-1-N.1.01,300629358,8.7,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",23704905,43.8,2.22,10.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920677,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920679
705803,W9-1-1,W9-1-1-H.2,W9-1-1-H.2.01,302262292,6.9,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",29024053,30.9,3.24,14.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923839,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923850
711547,W31-1-1,W31-1-1-F,W31-1-1-F.03,301287700,8.3,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",32425800,44.3,3.04,9.95,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926201,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926203
705757,W8-1-1,W8-1-1-G.1,W8-1-1-G.1.01,301626607,7.2,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",34757116,30.3,2.88,11.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927509,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927511
292163427,W55-1-1,W55-1-1-E,W55-1-1-E.03,303748315,7.5,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",26125630,35.9,2.48,10.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929824,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929826
703393,W1-1-2,W1-1-2-N.1,W1-1-2-N.1.01,300173644,7.8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",37162417,36.2,2.32,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922210,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922212
709556,W16-1-1,W16-1-1-F,W16-1-1-F.03,303748334,7.6,309780792,CT-control-TGFBR2,"Cellular Tumor sampled by low expression of gene TGFBR2",32252520,40,2.99,8.58,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898856,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898858
710684,W29-1-1,W29-1-1-B,W29-1-1-B.03,304950336,,309780896,CThbv-POSTN,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene POSTN",38427743,42.1,3.11,5.98,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/320514345,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/320514343
277857081,W27-2-1,W27-2-1-I,W27-2-1-I.03,305461111,6.1,309780608,CT-HIF1A,"Cellular Tumor sampled by high expression of gene HIF1A",29545437,35.4,2.85,9.49,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914749,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914751
709556,W16-1-1,W16-1-1-B,W16-1-1-B.03,303748332,7.3,309780866,CTpan-PI3,"Pseudopalisading cells around necrosis sampled by high expression of gene PI3",39378001,47.6,2.77,6.07,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899428,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899430
113597519,W42-1-1,W42-1-1-G,W42-1-1-G.03,305461115,7.4,309780660,CT-control-DANCR,"Cellular Tumor sampled by low expression of gene DANCR",42829800,26.9,2.28,10.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916177,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916179
711547,W31-1-1,W31-1-1-E,W31-1-1-E.03,305273028,6.4,309780616,CT-IGFBP2,"Cellular Tumor sampled by high expression of gene IGFBP2",36707518,38.1,2.48,9.63,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918750,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918752
705757,W8-1-1,W8-1-1-F.1,W8-1-1-F.1.01,301626603,7.8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",30747985,46.5,2.21,6.27,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927103,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927105
286837173,W54-1-1,W54-1-1-F,W54-1-1-F.03,305461072,6.3,309780834,CTpnz-PROM1,"Perinecrotic zone sampled by high expression of gene PROM1",35592192,36.5,2.29,9.03,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919188,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919190
268091649,W53-1-1,W53-1-1-C,W53-1-1-C.03,305405306,7.8,309780624,CT-NOS2,"Cellular Tumor sampled by high expression of gene NOS2",40106628,45.1,3.2,19.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919490,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919492
705803,W9-1-1,W9-1-1-B.2,W9-1-1-B.2.01,301287572,8.5,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",28414217,45.5,2.39,9.14,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923187,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923189
705859,W11-1-1,W11-1-1-F.1,W11-1-1-F.1.01,301287636,8.3,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",22892458,37.5,2.03,6.16,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923897,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923899
705704,W3-1-1,W3-1-1-B.2,W3-1-1-B.2.03,306124486,3.8,309780796,CT-control-TNFAIP3,"Cellular Tumor sampled by low expression of gene TNFAIP3",31046339,17.6,4.06,17,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931404,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931406
703493,W2-1-1,W2-1-1-N.1,W2-1-1-N.1.01,300629360,6.9,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",37138255,40.1,3.09,16.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921964,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921966
705803,W9-1-1,W9-1-1-H.2,W9-1-1-H.2.01,302262290,6.2,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",22280987,33.7,3.16,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923001,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923003
711574,W33-1-1,W33-1-1-F,W33-1-1-F.03,305952568,7.3,309780814,CTpnz-ID1,"Perinecrotic zone sampled by high expression of gene ID1",31458361,43.1,2.29,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932430,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932432
159996940,W19-1-1,W19-1-1-B,W19-1-1-B.03,304357565,6.6,309780792,CT-control-TGFBR2,"Cellular Tumor sampled by low expression of gene TGFBR2",25486891,42.1,2.28,6.28,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899037,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899039
705757,W8-1-1,W8-1-1-F.1,W8-1-1-F.1.01,301626597,7.9,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",33176388,35.6,2.09,7.41,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926621,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926623
705803,W9-1-1,W9-1-1-J.2,W9-1-1-J.2.01,303748201,6.7,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",28039781,32.2,3.06,11.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922400,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922402
703393,W1-1-2,W1-1-2-E.1,W1-1-2-E.1.03,304950324,4.2,309780900,CThbv-TGFBR2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene TGFBR2",33385864,25.4,2.7,9.11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312906586,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312906588
292163427,W55-1-1,W55-1-1-D,W55-1-1-D.03,303748309,8.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",34602039,35.2,2.66,11.8,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930583,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930585
711560,W32-1-1,W32-1-1-A,W32-1-1-A.01,304950290,6.2,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",32830848,35.5,2.86,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928834,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928836
113597988,W43-1-1,W43-1-1-I,W43-1-1-I.03,305405302,7.7,309780888,CThbv-IGFBP2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene IGFBP2",30896059,32.3,2.6,9.06,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929528,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929530
711547,W31-1-1,W31-1-1-A,W31-1-1-A.01,301287692,7.6,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",23807985,46.8,3.26,7.24,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925111,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925113
709556,W16-1-1,W16-1-1-D,W16-1-1-D.03,304357603,5.6,309780696,CT-control-ITGA6,"Cellular Tumor sampled by low expression of gene ITGA6",25721860,37.2,2.78,8.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899196,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899198
710262,W26-1-1,W26-1-1-F,W26-1-1-F.03,301626687,7.9,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",28561449,47,2.48,7.42,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925121,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925123
710684,W29-1-1,W29-1-1-G,W29-1-1-G.03,305405294,7.2,309780806,CTpnz-CD44,"Perinecrotic zone sampled by high expression of gene CD44",26020710,44.3,2.23,5.58,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930196,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930198
709529,W21-1-1,W21-1-1-B,W21-1-1-B.06,305461103,6.5,309780736,CT-control-PI3,"Cellular Tumor sampled by low expression of gene PI3",48230372,38.9,2.7,14.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919697,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919699
710684,W29-1-1,W29-1-1-G,W29-1-1-G.03,305405292,8.4,309780652,CT-control-CD44-MYC,"Cellular Tumor sampled by low expression of genes CD44 and MYC",27271479,50,1.98,5.24,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930556,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930558
705757,W8-1-1,W8-1-1-G.1,W8-1-1-G.1.01,301626609,7.5,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",33241349,39,2.46,8.55,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927341,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927343
703493,W2-1-1,W2-1-1-D.1,W2-1-1-D.1.01,300629346,7.3,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",38986377,43.6,2.8,8.48,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922255,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922257
709564,W22-1-1,W22-1-1-H,W22-1-1-H.03,305272996,6.9,309780858,CTpan-MYC,"Pseudopalisading cells around necrosis sampled by high expression of gene MYC",51713415,46.3,3.14,8.92,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919422,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919424
712653,W39-1-1,W39-1-1-O,W39-1-1-O.03,304703655,7.1,309780796,CT-control-TNFAIP3,"Cellular Tumor sampled by low expression of gene TNFAIP3",32989032,31.8,2.75,10.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914091,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914093
113597988,W43-1-1,W43-1-1-I,W43-1-1-I.03,305405298,6.8,309780664,CT-control-DANCR-IGFBP2,"Cellular Tumor sampled by low expression of genes DANCR and IGFBP2",30013061,38.3,2.18,7.08,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929253,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929255
711560,W32-1-1,W32-1-1-B,W32-1-1-B.01,304950292,4.9,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",34642608,24.8,2.25,17,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929876,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929878
705757,W8-1-1,W8-1-1-F.1,W8-1-1-F.1.01,301626601,7.8,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",38274887,32,2.06,9.47,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927297,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927299
705758,W5-1-1,W5-1-1-K.2,W5-1-1-K.2.06,300629403,7.8,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",29055412,33.3,2.66,17.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920787,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920789
286837173,W54-1-1,W54-1-1-C,W54-1-1-C.03,304950409,,309780660,CT-control-DANCR,"Cellular Tumor sampled by low expression of gene DANCR",30748661,52.8,2.97,4.31,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913836,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913838
705810,W10-1-1,W10-1-1-I.2,W10-1-1-I.2.03,305952562,6.5,309780818,CTpnz-IGFBP2,"Perinecrotic zone sampled by high expression of gene IGFBP2",42975768,41.9,2.9,8.23,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930839,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930841
