structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z
4738,74,8371,CB,"He-VI","VI, left, lateral hemisphere",1110881,124,110,134,-32.7,-63.8,-18.7
4741,74,8379,CB,"He-VIIB","VIIB, left, lateral hemisphere",1110897,123,137,124,-31.4,-53.9,-51.4
4741,74,8387,CB,"He-VIIB","VIIB, left, lateral hemisphere",1110898,123,140,126,-31.4,-56.2,-54.8
4739,74,8426,CB,"He-Crus I","Crus I, left, lateral hemisphere",1110868,124,114,146,-32.5,-77.0,-22.2
4740,74,8434,CB,"He-Crus II","Crus II, left, lateral hemisphere",1110870,123,141,138,-31.2,-69.3,-54.8
4739,74,8442,CB,"He-Crus I","Crus I, left, lateral hemisphere",1110869,123,126,149,-31.2,-80.7,-36.0
4740,74,8450,CB,"He-Crus II","Crus II, left, lateral hemisphere",1110872,123,132,129,-31.4,-59.1,-45.1
4739,75,8411,CB,"He-Crus I","Crus I, left, lateral hemisphere",1110911,134,125,115,-44.0,-43.8,-38.2
4740,75,8419,CB,"He-Crus II","Crus II, left, lateral hemisphere",1110910,133,133,117,-42.8,-46.3,-47.4
4034,10,4905,CX,"MFG-i","middle frontal gyrus, right, inferior bank of gyrus",978308,49,62,66,50.0,13.7,31.2
4891,2,4913,CX,"FPi","frontal pole, left, inferior aspect",983172,101,95,18,-8.5,63.8,-12.5
4034,12,4873,CX,"MFG-i","middle frontal gyrus, right, inferior bank of gyrus",992761,56,50,79,42.2,-0.1,46.5
4073,18,4897,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",997594,95,38,111,-1.2,-35.3,63.8
4088,18,4803,CX,"PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",997581,98,27,113,-4.6,-37.1,76.9
4101,18,4811,CX,"SPL-s","superior parietal lobule, right, superior bank of gyrus",997575,82,24,116,13.3,-39.9,80.8
4124,18,4819,CX,"Pcu-i","precuneus, right, inferior lateral bank of gyrus",997576,82,57,113,13.6,-38.0,41.6
4230,18,4827,CX,"CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",997596,101,57,109,-7.7,-34.0,41.2
4233,18,4835,CX,"CgGp-s","cingulate gyrus, parietal part, right, superior bank of gyrus",997577,83,59,113,12.5,-38.1,39.3
4234,18,4843,CX,"CgGp-i","cingulate gyrus, parietal part, right, inferior bank of gyrus",997578,85,62,113,10.3,-38.2,35.8
4240,18,4859,CX,"CgGr-s","cingulate gyrus, retrosplenial part, right, superior bank of gyrus",997579,87,64,113,8.1,-38.3,33.4
4241,18,4867,CX,"CgGr-i","cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",997580,92,70,113,2.5,-38.7,26.3
4143,18,4813,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",997661,151,94,131,-63.1,-60.4,-0.2
4200,18,4821,CX,"OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",997659,123,98,131,-31.7,-60.0,-4.9
4201,18,4829,CX,"OTG-i","occipito-temporal gyrus, left, inferior bank of gyrus",997660,135,105,131,-45.1,-60.5,-13.1
4143,18,4837,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",997662,152,92,130,-64.3,-59.2,2.1
4146,18,4868,CX,"MTG-i","middle temporal gyrus, right, inferior bank of gyrus",997651,43,107,127,58.0,-54.5,-15.7
4153,18,4876,CX,"ITG-its","inferior temporal gyrus, right, bank of the its",997643,53,108,127,46.8,-54.7,-16.9
4196,18,4884,CX,"LiG-pest","lingual gyrus, right, peristriate",997640,71,99,125,26.5,-52.5,-6.6
4204,18,4892,CX,"OTG-i","occipito-temporal gyrus, right, inferior bank of gyrus",997641,68,101,125,29.9,-52.5,-8.9
4142,18,4860,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",997630,142,75,129,-53.3,-57.3,22.0
4193,18,4820,CX,"LiG-pest","lingual gyrus, left, peristriate",997625,111,96,126,-18.4,-54.2,-3.0
4194,18,4828,CX,"LiG-str","lingual gyrus, left, striate",997621,104,94,121,-10.6,-48.6,-1.1
4238,18,4836,CX,"CgGr-i","cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",997620,104,93,119,-10.6,-46.3,-0.1
4241,18,4844,CX,"CgGr-i","cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",997619,84,92,120,11.8,-47.0,1.2
4117,18,4891,CX,"AnG-i","angular gyrus, right, inferior bank of gyrus",997607,37,68,125,64.3,-50.6,30.0
4139,18,4804,CX,"STG-i","superior temporal gyrus, right, inferior bank of gyrus",997606,42,82,125,58.8,-51.3,13.5
4089,18,4875,CX,"PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",997601,124,36,119,-33.6,-44.5,66.9
4090,18,4883,CX,"PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",997602,133,49,120,-43.5,-46.3,51.7
4067,10,4921,CX,"PTG","paraterminal gyrus, right",998634,91,86,69,3.2,8.7,3.2
4069,10,4929,CX,"PaOG","parolfactory gyri, left",998633,97,80,72,-3.5,5.6,10.5
4280,10,4937,CX,"HCd","head of caudate nucleus, left",998631,102,80,71,-9.1,6.6,10.4
4288,10,4945,CX,"Pu","putamen, left",998632,110,90,71,-18.0,6.0,-1.4
4013,14,4948,CX,"PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",998583,111,35,88,-19.4,-10.4,65.0
4289,13,4922,CX,"Pu","putamen, right",998104,72,83,93,24.8,-17.0,9.1
4298,13,4930,CX,"GPe","globus pallidus, external segment, right",999888,74,87,93,22.6,-17.2,4.4
4288,13,4938,CX,"Pu","putamen, left",998109,117,84,93,-25.6,-17.9,7.9
4295,13,4946,CX,"GPe","globus pallidus, external segment, left",998110,113,85,93,-21.1,-17.8,6.7
4295,13,4954,CX,"GPe","globus pallidus, external segment, left",999945,112,85,93,-20.0,-17.8,6.7
4282,13,4962,CX,"BCd","body of caudate nucleus, left",998200,104,69,88,-11.3,-11.6,25.0
4286,13,4970,CX,"BCd","body of caudate nucleus, right",998375,79,71,86,16.8,-9.0,22.5
4284,11,4953,CX,"HCd","head of caudate nucleus, right",1000256,85,79,73,9.9,4.7,11.8
4289,11,4961,CX,"Pu","putamen, right",1000257,71,86,76,25.7,1.5,3.9
4015,14,4978,CX,"PrG-cs","precentral gyrus, left, bank of the central sulcus",998379,128,47,92,-38.3,-15.5,51.3
4087,14,4986,CX,"PoG-cs","postcentral gyrus, left, bank of the central sulcus",998380,129,50,94,-39.4,-17.9,47.9
4088,14,4899,CX,"PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",998383,139,41,94,-50.7,-17.7,58.5
4280,11,4969,CX,"HCd","head of caudate nucleus, left",990123,104,78,73,-11.4,4.4,12.9
4288,11,4977,CX,"Pu","putamen, left",990124,114,88,75,-22.4,1.7,1.4
4291,11,4985,CX,"Acb","nucleus accumbens, left",990122,100,92,75,-6.7,1.8,-3.3
4329,11,4898,CX,"ATZ","amygdalohippocampal transition zone, left",991129,107,103,75,-14.5,1.2,-16.3
4093,14,4907,CX,"PoG-sl","postcentral gyrus, right, superior lateral aspect of gyrus",998416,39,51,95,61.5,-17.3,47.0
4288,11,4906,CX,"Pu","putamen, left",987618,120,84,78,-29.2,-1.6,6.4
4139,14,4915,CX,"STG-i","superior temporal gyrus, right, inferior bank of gyrus",998459,51,96,94,48.5,-18.2,-6.1
4145,14,4923,CX,"MTG-s","middle temporal gyrus, right, superior bank of gyrus",998458,49,98,94,50.7,-18.2,-8.4
4154,14,4931,CX,"ITG-l","inferior temporal gyrus, right, lateral bank of gyrus",998457,36,106,94,65.4,-18.3,-17.8
4101,20,4980,CX,"SPL-s","superior parietal lobule, right, superior bank of gyrus",997811,64,37,128,33.8,-53.2,66.7
4116,20,4988,CX,"AnG-s","angular gyrus, right, superior bank of gyrus",997810,58,50,131,40.7,-56.9,51.7
4135,14,4939,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",998470,155,88,98,-68.1,-24.2,3.6
4136,14,4947,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",998471,143,93,100,-54.6,-26.4,-2.1
4150,14,4963,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",998474,146,114,104,-57.7,-31.6,-26.4
4151,14,4971,CX,"ITG-mts","inferior temporal gyrus, left, bank of mts",998473,140,108,103,-51.0,-30.2,-19.4
4098,20,4901,CX,"SPL-s","superior parietal lobule, left, superior bank of gyrus",997817,103,30,129,-10.0,-54.8,75.0
4107,18,4852,CX,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",997629,139,66,127,-50.0,-54.7,32.4
4153,14,4964,CX,"ITG-its","inferior temporal gyrus, right, bank of the its",998590,56,113,94,43.0,-19.0,-26.1
4073,14,4979,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",998545,96,41,90,-2.5,-12.5,58.2
4074,14,4987,CX,"PCLa-i","paracentral lobule, anterior part, left, inferior bank of gyrus",998557,103,58,87,-10.2,-10.0,37.9
4076,14,4900,CX,"PCLa-s","paracentral lobule, anterior part, right, superior bank of gyrus",998541,89,32,92,5.3,-14.2,69.0
4077,14,4908,CX,"PCLa-i","paracentral lobule, anterior part, right, inferior bank of gyrus",998542,86,55,85,8.7,-7.4,41.2
4223,14,4916,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",998558,98,58,87,-4.6,-9.9,37.9
4224,14,4924,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",998559,94,65,87,-0.1,-10.1,29.6
4226,14,4932,CX,"CgGf-s","cingulate gyrus, frontal part, right, superior bank of gyrus",998543,86,59,84,8.8,-6.5,36.4
4227,14,4940,CX,"CgGf-i","cingulate gyrus, frontal part, right, inferior bank of gyrus",998544,90,65,84,4.3,-6.8,29.4
4014,14,4956,CX,"PrG-il","precentral gyrus, left, inferior lateral aspect of gyrus",998584,119,40,86,-28.4,-8.5,58.9
4162,14,4972,CX,"FuG-its","fusiform gyrus, right, bank of the its",998589,59,115,94,39.7,-19.1,-28.4
4902,4,4555,CX,"IRoG","inferior rostral gyrus, right",977534,85,92,28,9.5,53.3,-7.9
4045,4,5185,CX,"orIFG","inferior frontal gyrus, orbital part, left",977483,129,81,34,-39.8,46.4,5.5
4136,12,4686,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",993003,138,98,89,-49.1,-14.5,-9.0
4142,12,4694,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",993004,140,101,89,-51.3,-14.6,-12.6
4145,12,4622,CX,"MTG-s","middle temporal gyrus, right, superior bank of gyrus",992927,43,105,83,57.4,-6.4,-17.7
4903,8,4637,CX,"TP-s","temporal pole, left, superior aspect",993223,131,105,58,-41.6,19.2,-20.3
4153,18,5193,CX,"ITG-its","inferior temporal gyrus, right, bank of the its",997643,52,108,127,47.9,-54.7,-16.9
4113,20,5122,CX,"AnG-s","angular gyrus, left, superior bank of gyrus",997834,121,46,135,-29.9,-62.3,56.7
4244,14,5098,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",1007964,111,104,103,-18.6,-29.5,-14.7
4245,14,5106,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",1007965,117,106,103,-25.3,-29.6,-17.0
4139,16,5140,CX,"STG-i","superior temporal gyrus, right, inferior bank of gyrus",1011325,51,87,111,48.6,-36.4,6.2
4210,24,5175,CX,"IOG-s","inferior occipital gyrus, right, superior bank of gyrus",1011999,62,89,163,37.0,-93.4,9.0
4218,24,5183,CX,"SOG-i","superior occipital gyrus, right, inferior bank of gyrus",1012000,63,87,162,35.8,-92.2,11.2
4107,16,5124,CX,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",1011245,151,60,111,-63.7,-37.2,37.8
4197,24,5120,CX,"LiG-str","lingual gyrus, right, striate",1012010,95,96,164,0.1,-95.4,0.8
4211,24,5128,CX,"IOG-i","inferior occipital gyrus, right, inferior bank of gyrus",1012005,79,104,164,18.1,-95.4,-8.6
4087,16,5179,CX,"PoG-cs","postcentral gyrus, left, bank of the central sulcus",1011122,117,39,103,-25.9,-27.0,61.8
4073,16,5107,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",1011029,97,35,103,-3.5,-26.5,66.5
4076,16,5123,CX,"PCLa-s","paracentral lobule, anterior part, right, superior bank of gyrus",1011028,92,35,98,2.0,-20.9,66.0
4223,16,5139,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1011031,100,54,98,-6.8,-21.8,43.7
4116,22,5181,CX,"AnG-s","angular gyrus, right, superior bank of gyrus",1011270,66,59,145,32.0,-72.6,42.5
4020,16,5178,CX,"PrG-cs","precentral gyrus, right, bank of the central sulcus",1010935,84,34,101,11.0,-24.0,67.5
4098,22,5102,CX,"SPL-s","superior parietal lobule, left, superior bank of gyrus",1011292,112,44,145,-19.7,-72.9,60.1
4271,14,5217,CX,"LIG","long insular gyri, right",1012665,62,89,94,36.1,-18.1,2.1
4286,14,5225,CX,"BCd","body of caudate nucleus, right",1020986,74,65,87,22.3,-9.8,29.7
4289,14,5233,CX,"Pu","putamen, right",1012768,67,86,93,30.4,-17.0,5.6
4207,22,5265,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",1020404,138,89,154,-48.3,-85.0,8.0
4208,22,5273,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",1020390,125,101,153,-33.7,-84.1,-6.2
4244,12,5234,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",994887,113,118,86,-20.9,-11.5,-32.8
4245,12,5242,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",994884,119,116,86,-27.6,-11.5,-30.5
4215,22,5186,CX,"SOG-i","superior occipital gyrus, left, inferior bank of gyrus",1020406,136,74,153,-46.2,-83.3,25.5
4208,22,5194,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",1020410,124,99,153,-32.6,-84.0,-3.9
4417,14,5266,CX,"DTLv","lateral group of nuclei, left, ventral division",1032704,102,81,95,-8.8,-19.7,11.6
4472,14,5250,CX,"DTLv","lateral group of nuclei, right, ventral division",1029317,78,84,89,18.0,-12.8,7.5
4472,14,5258,CX,"DTLv","lateral group of nuclei, right, ventral division",1029329,77,84,89,19.2,-12.8,7.5
4149,12,5202,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",994879,130,117,86,-40.0,-11.8,-31.7
4159,12,5218,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",994882,122,123,87,-30.9,-13.0,-38.6
4160,12,5226,CX,"FuG-cos","fusiform gyrus, left, bank of cos",994883,122,118,86,-31.0,-11.7,-32.8
4214,22,5134,CX,"SOG-s","superior occipital gyrus, left, superior bank of gyrus",1011442,124,61,153,-32.9,-82.6,40.8
4117,22,5201,CX,"AnG-i","angular gyrus, right, inferior bank of gyrus",1011530,60,70,148,38.8,-76.2,29.8
4117,22,5142,CX,"AnG-i","angular gyrus, right, inferior bank of gyrus",1011530,59,70,148,40.0,-76.2,29.8
4190,22,5119,CX,"Cun-str","cuneus, right, striate",1011659,83,82,147,13.2,-76.1,15.6
4166,14,5241,CX,"HG","Heschl's gyrus, left",1015789,128,82,98,-37.9,-23.5,10.7
4270,14,5249,CX,"LIG","long insular gyri, left",1015791,123,76,98,-32.4,-23.1,17.7
4288,14,5257,CX,"Pu","putamen, left",1015792,121,88,99,-30.0,-24.7,3.7
4179,14,5209,CX,"PLP","planum polare, right",1012662,58,90,94,40.6,-18.1,1.0
9153,92,9213,BS,"MPB","medial parabrachial nucleus,right",1130546,91,117,107,4.0,-34.0,-29.5
9152,92,9205,BS,"MPB","medial parabrachial nucleus, left",1134301,105,116,107,-11.7,-34.2,-28.4
9146,92,9197,BS,"LPB","lateral parabrachial nucleus, left",1132188,110,116,107,-17.3,-34.3,-28.4
9150,92,9181,BS,"LC","locus ceruleus, right",1126486,94,117,108,0.7,-35.1,-29.5
9161,92,9269,BS,"PRF","pontine reticular formation, left",1127754,101,117,105,-7.2,-32.0,-29.8
9169,92,9165,BS,"PRF","pontine reticular formation, right",1127755,95,117,106,-0.5,-32.9,-29.7
9493,92,9157,BS,"Pn","pontine nuclei, right",1130611,88,117,97,7.2,-23.0,-30.5
9492,92,9149,BS,"Pn","pontine nuclei, left",1130609,102,117,97,-8.4,-23.3,-30.6
9455,92,9141,BS,"MBRa","midbrain raphe nuclei",1131032,98,116,107,-3.8,-34.0,-28.4
9005,92,9133,BS,"CGMB","central gray substance of midbrain, right",1135011,96,116,108,-1.6,-35.1,-28.3
9004,92,9125,BS,"CGMB","central gray substance of midbrain, left",1134958,101,116,108,-7.2,-35.2,-28.3
10148,92,9719,BS,"CGPo","central gray of the pons, left",1128774,101,120,108,-7.2,-35.3,-33.0
10149,92,9711,BS,"CGPo","central gray of the pons, right",1128768,93,120,108,1.8,-35.2,-33.0
9493,92,9703,BS,"Pn","pontine nuclei, right",1129022,88,121,98,7.3,-24.2,-35.1
9492,92,9790,BS,"Pn","pontine nuclei, left",1126944,102,122,99,-8.4,-25.6,-36.2
9455,92,9782,BS,"MBRa","midbrain raphe nuclei",1130937,96,121,107,-1.6,-34.2,-34.3
9169,92,9774,BS,"PRF","pontine reticular formation, right",1126962,93,121,106,1.8,-33.1,-34.4
9161,92,9766,BS,"PRF","pontine reticular formation, left",1126961,98,121,106,-3.8,-33.1,-34.4
9153,92,9758,BS,"MPB","medial parabrachial nucleus,right",1114334,88,120,108,7.4,-35.1,-33.0
9152,92,9750,BS,"MPB","medial parabrachial nucleus, left",1114470,104,120,107,-10.5,-34.3,-33.1
9150,92,9742,BS,"LC","locus ceruleus, right",1125657,91,120,108,4.0,-35.2,-33.0
9149,92,9734,BS,"LC","locus ceruleus, left",1125653,101,120,107,-7.2,-34.3,-33.1
9146,92,9718,BS,"LPB","lateral parabrachial nucleus, left",1114343,107,120,107,-13.9,-34.4,-33.1
9214,92,9710,BS,"Pr5","principal sensory nucleus of trigeminal nerve, right",1126572,84,124,111,12.0,-38.5,-37.4
9207,92,9702,BS,"Pr5","principal sensory nucleus of trigeminal nerve, left",1126576,107,124,113,-13.8,-41.1,-37.2
9206,92,9789,BS,"Mo5","motor nucleus of trigeminal nerve, left",1127353,104,124,113,-10.4,-41.0,-37.2
9493,92,9781,BS,"Pn","pontine nuclei, right",1126523,89,125,100,6.2,-26.6,-39.6
9492,92,9773,BS,"Pn","pontine nuclei, left",1126522,101,125,100,-7.2,-26.8,-39.7
9213,92,9765,BS,"Mo5","motor nucleus of trigeminal nerve, right",1127391,88,124,111,7.5,-38.5,-37.4
9186,92,9757,BS,"SOC","superior olivary complex, right",1127392,87,124,108,8.6,-35.2,-37.7
9178,92,9749,BS,"SOC","superior olivary complex, left",1127393,103,124,110,-9.3,-37.7,-37.5
9169,92,9741,BS,"PRF","pontine reticular formation, right",1125147,93,124,110,1.9,-37.5,-37.5
9156,92,9725,BS,"SubC","nucleus subceruleus, right",1125290,88,124,110,7.5,-37.4,-37.5
9155,92,9717,BS,"SubC","nucleus subceruleus, left",1125253,103,124,112,-9.3,-39.9,-37.3
9152,92,9709,BS,"MPB","medial parabrachial nucleus, left",1126653,105,124,116,-11.5,-44.3,-36.9
9149,92,9701,BS,"LC","locus ceruleus, left",1124158,103,124,115,-9.3,-43.2,-37.0
9561,92,9054,BS,"IO","inferior olivary complex, left",1114599,100,132,109,-5.9,-36.9,-47.0
9565,92,9046,BS,"IO","inferior olivary complex, right",1114600,91,132,108,4.2,-35.6,-47.1
9521,92,9038,BS,"Arc","arcuate nucleus of medulla, right",1114555,96,132,108,-1.4,-35.7,-47.1
9529,92,9030,BS,"8Co","cochlear nuclei, left",1123888,104,130,114,-10.3,-42.3,-44.2
9703,92,9117,BS,"8Ve","vestibular nuclei, right",1120254,91,130,114,4.2,-42.1,-44.1
9698,92,9109,BS,"8Ve","vestibular nuclei, left",1120173,99,130,116,-4.7,-44.4,-44.0
9684,92,9101,BS,"Sp5","spinal trigeminal nucleus, right",1117304,89,131,111,6.4,-38.8,-45.6
9677,92,9093,BS,"Sp5","spinal trigeminal nucleus, left",1117303,101,131,113,-7.0,-41.2,-45.4
9642,92,9085,BS,"RaM","raphe nuclei of medulla",1114219,96,131,112,-1.4,-40.0,-45.5
9604,92,9077,BS,"GiRt","gigantocellular group, right",1114221,93,131,112,2.0,-40.0,-45.5
9598,92,9069,BS,"GiRt","gigantocellular group, left",1114220,98,131,113,-3.6,-41.2,-45.4
9520,92,9061,BS,"Arc","arcuate nucleus of medulla, left",1114569,98,132,105,-3.7,-32.5,-47.4
9493,92,9053,BS,"Pn","pontine nuclei, right",1114634,94,132,102,0.7,-29.1,-47.7
9492,92,9045,BS,"Pn","pontine nuclei, left",1114635,98,132,102,-3.8,-29.2,-47.7
9144,92,9037,BS,"7","facial motor nucleus, right",1123878,91,131,111,4.2,-38.9,-45.6
9143,92,9029,BS,"7","facial motor nucleus, left",1123879,102,131,111,-8.1,-39.1,-45.6
9703,92,9119,BS,"8Ve","vestibular nuclei, right",1121972,90,127,113,5.3,-40.9,-40.7
9642,92,9111,BS,"RaM","raphe nuclei of medulla",1117419,95,128,108,-0.4,-35.5,-42.4
9604,92,9103,BS,"GiRt","gigantocellular group, right",1114824,93,127,110,1.9,-37.7,-41.0
9598,92,9095,BS,"GiRt","gigantocellular group, left",1114823,97,127,111,-2.6,-38.8,-40.9
9143,92,9087,BS,"7","facial motor nucleus, left",1114819,101,127,110,-7.1,-37.8,-41.0
9138,92,9071,BS,"6","abducens nucleus, right",1115025,92,127,114,3.1,-42.0,-40.6
9137,92,9063,BS,"6","abducens nucleus, left",1115024,98,127,115,-3.6,-43.2,-40.5
9698,92,9055,BS,"8Ve","vestibular nuclei, left",1122624,101,127,116,-7.0,-44.3,-40.4
9684,92,9047,BS,"Sp5","spinal trigeminal nucleus, right",1119231,87,127,110,8.6,-37.5,-41.0
9677,92,9039,BS,"Sp5","spinal trigeminal nucleus, left",1119230,102,127,112,-8.2,-40.0,-40.8
9493,92,9031,BS,"Pn","pontine nuclei, right",1117812,90,128,101,5.2,-27.8,-43.1
9492,92,9118,BS,"Pn","pontine nuclei, left",1117811,99,128,101,-4.9,-28.0,-43.1
9186,92,9110,BS,"SOC","superior olivary complex, right",1114822,89,128,107,6.4,-34.3,-42.5
9178,92,9102,BS,"SOC","superior olivary complex, left",1114820,100,128,108,-6.0,-35.6,-42.4
9169,92,9094,BS,"PRF","pontine reticular formation, right",1121798,94,127,111,0.8,-38.8,-40.9
9161,92,9086,BS,"PRF","pontine reticular formation, left",1121799,98,127,111,-3.7,-38.8,-40.9
9157,92,9078,BS,"RPn","pontine raphe nucleus",1122041,96,127,112,-1.4,-39.9,-40.8
9156,92,9070,BS,"SubC","nucleus subceruleus, right",1123417,92,127,112,3.0,-39.8,-40.8
9155,92,9062,BS,"SubC","nucleus subceruleus, left",1123387,101,127,112,-7.0,-40.0,-40.8
9619,93,8742,BS,"LMRt","lateral medullary reticular group, right",1111746,89,143,110,6.5,-38.2,-59.8
4624,12,7374,CX,"SO","supraoptic nucleus, right",1003203,86,92,86,9.1,-10.0,-2.2
9074,91,9544,BS,"SNC","substantia nigra, pars compacta, left",1139537,105,101,89,-12.1,-14.0,-12.5
9075,91,9536,BS,"SNR","substantia nigra, pars reticulata, left",1139548,110,100,91,-17.6,-16.2,-11.2
9078,91,9528,BS,"SNR","substantia nigra, pars reticulata, right",1139547,81,101,91,14.9,-15.7,-12.3
9039,91,9520,BS,"3","oculomotor nuclear complex, right",1134999,94,100,95,0.3,-20.2,-10.7
9077,91,9512,BS,"SNC","substantia nigra, pars compacta, right",1139393,82,101,92,13.8,-16.8,-12.2
9451,91,9591,BS,"EW","Edinger-Westphal nucleus, right",1135098,95,100,96,-0.8,-21.4,-10.6
9450,91,9583,BS,"EW","Edinger-Westphal nucleus, left",1135097,95,100,97,-0.8,-22.5,-10.5
9115,91,9575,BS,"SC","superior colliculus, left",1141730,99,97,106,-5.2,-32.2,-6.1
9123,91,9567,BS,"SC","superior colliculus, right",1142022,85,98,104,10.5,-29.8,-7.5
9079,91,9559,BS,"PTec","pretectal region",1142904,99,98,104,-5.2,-30.1,-7.5
9057,91,9535,BS,"RN","red nucleus, right",1135512,87,101,92,8.1,-16.9,-12.2
9054,91,9527,BS,"RN","red nucleus, left",1135511,101,100,92,-7.5,-17.1,-11.0
9048,91,9511,BS,"Dk","nucleus of Darkschewitsch, left",1142932,96,100,95,-1.9,-20.3,-10.7
9017,91,9598,BS,"ICjl","interstitial nucleus of Cajal, right",1142948,92,100,95,2.6,-20.2,-10.7
9016,91,9590,BS,"ICjl","interstitial nucleus of Cajal, left",1142947,97,100,96,-3.0,-21.4,-10.6
9005,91,9582,BS,"CGMB","central gray substance of midbrain, right",1141288,91,99,100,3.7,-25.6,-9.1
9004,91,9574,BS,"CGMB","central gray substance of midbrain, left",1141289,97,98,101,-3.0,-26.8,-7.8
9103,91,9566,BS,"IC","inferior colliculus, left",1137456,100,107,109,-6.1,-35.9,-17.6
9065,91,9558,BS,"4","trochlear nucleus, right",1132283,94,107,106,0.5,-32.5,-17.9
9064,91,9550,BS,"4","trochlear nucleus, left",1132282,95,107,106,-0.6,-32.5,-17.9
9026,91,9542,BS,"SubCn","subcuneiform nucleus, right",1139659,89,107,106,6.1,-32.4,-17.9
9024,91,9534,BS,"CnF","cuneiform nucleus, right",1139660,90,107,107,5.0,-33.5,-17.8
9022,91,9526,BS,"SubCn","subcuneiform nucleus, left",1137450,101,107,107,-7.3,-33.7,-17.8
9020,91,9518,BS,"CnF","cuneiform nucleus, left",1137449,99,107,108,-5.0,-34.8,-17.7
9455,91,9510,BS,"MBRa","midbrain raphe nuclei",1134863,94,107,107,0.6,-33.6,-17.8
9078,91,9597,BS,"SNR","substantia nigra, pars reticulata, right",1138839,88,107,100,7.2,-25.9,-18.5
9077,91,9589,BS,"SNC","substantia nigra, pars compacta, right",1133719,89,107,100,6.1,-25.9,-18.5
9075,91,9581,BS,"SNR","substantia nigra, pars reticulata, left",1138816,102,107,101,-8.5,-27.2,-18.4
9074,91,9573,BS,"SNC","substantia nigra, pars compacta, left",1133706,100,107,102,-6.2,-28.3,-18.3
9067,91,9557,BS,"VTA","ventral tegmental area, left",1139126,97,108,100,-2.9,-26.1,-19.7
9054,91,9541,BS,"RN","red nucleus, left",1139446,99,107,102,-5.1,-28.3,-18.3
9039,91,9533,BS,"3","oculomotor nuclear complex, right",1132280,93,107,105,1.6,-31.4,-18.0
9004,91,9509,BS,"CGMB","central gray substance of midbrain, left",1137447,97,107,108,-2.8,-34.8,-17.7
9492,91,9454,BS,"Pn","pontine nuclei, left",1131476,96,111,95,-1.8,-20.7,-23.7
9493,91,9446,BS,"Pn","pontine nuclei, right",1131477,89,111,95,6.0,-20.6,-23.7
9455,91,9438,BS,"MBRa","midbrain raphe nuclei",1134851,94,110,108,0.6,-34.8,-21.2
9103,91,9430,BS,"IC","inferior colliculus, left",1137133,100,110,109,-6.1,-36.0,-21.1
9078,91,9422,BS,"SNR","substantia nigra, pars reticulata, right",1135394,86,110,102,9.5,-28.1,-21.8
9077,91,9414,BS,"SNC","substantia nigra, pars compacta, right",1133065,89,111,100,6.1,-26.0,-23.2
9075,91,9501,BS,"SNR","substantia nigra, pars reticulata, left",1135206,103,110,102,-9.6,-28.4,-21.8
9074,91,9493,BS,"SNC","substantia nigra, pars compacta, left",1133067,99,111,99,-5.1,-25.1,-23.3
9068,91,9485,BS,"VTA","ventral tegmental area, right",1135356,91,111,101,3.9,-27.2,-23.1
9067,91,9477,BS,"VTA","ventral tegmental area, left",1135364,97,111,101,-2.8,-27.3,-23.1
